Open your authentication app on your mobile phone.,פתח את אפליקציית האימות בטלפון הנייד שלך.,
Open {0},להרחיב {0},
OpenID Configuration,תצורת OpenID,
OpenLDAP,OpenLDAP,
Opened,נפתח,
Operation,מבצע,
Operator must be one of {0},המפעיל חייב להיות אחד מ- {0},
Optimize,בצע אופטימיזציה,
Optimizing image...,מבצע אופטימיזציה של תמונה...,
Option 1,אפשרות 1,
Option 2,אפשרות 2,
Option 3,אפשרות 3,
Option {0} for field {1} is not a child table,אפשרות {0} לשדה {1} אינה טבלת ילדים,
Optional: Always send to these ids. Each Email Address on a new row,אופציונלי: שלח תמיד למזהים אלה. כל כתובת דוא&quot;ל בשורה חדשה,
Optional: The alert will be sent if this expression is true,אופציונלית: ההתראה תישלח אם ביטוי זה נכון,
Options,אפשרויות,
Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',"הסוג של שדה אפשרויות 'הקישור דינמי ""חייב להצביע על עוד קישור שדה עם אפשרויות כמו' DOCTYPE '",
Options Help,אפשרויות עזרה,
Options for Rating field can range from 3 to 10,אפשרויות עבור שדה דירוג יכולות לנוע בין 3 ל-10,
Options for select. Each option on a new line.,אפשרויות לבחירה. כל אפשרות בשורה חדשה.,
Options for {0} must be set before setting the default value.,יש להגדיר אפשרויות עבור {0} לפני הגדרת ערך ברירת המחדל.,
Options is required for field {0} of type {1},נדרשות אפשרויות עבור שדה {0} מסוג {1},
Options not set for link field {0},אפשרויות לא נקבעו לקישור שדה {0},
Orange,כתום,
Order,להזמין,
Org History,ההיסטוריה org,
Org History Heading,ההיסטוריה org כותרת,
Orientation,נטייה,
Original Value,ערך מקורי,
Other,אחר,
Outgoing (SMTP) Settings,הגדרות יוצאות (SMTP).,
Outgoing Emails (Last 7 days),הודעות דוא&quot;ל יוצאות (7 הימים האחרונים),
Outgoing Server,שרת יוצא,
Outgoing Settings,הגדרות יוצאות,
Outgoing email account not correct,חשבון הדוא&quot;ל היוצא אינו תקין,
Outlook.com,Outlook.com,
Output,תפוקה,
Overview,סקירה כללית,
Owner,בעלים,
PATCH,להטליא,
PDF,PDF,
PDF Generation in Progress,יצירת PDF בתהליך,
PDF Page Height (in mm),גובה דף PDF (במ&quot;מ),
PDF Page Size,גודל דף PDF,
PDF Page Width (in mm),רוחב עמוד PDF (במ&quot;מ),
PDF Settings,הגדרות PDF,
PDF generation failed,ייצור PDF נכשל,
PDF generation failed because of broken image links,דור PDF נכשל בגלל קישורי תמונה שבורות,
PDF generation may not work as expected.,ייתכן שיצירת PDF לא תעבוד כצפוי.,
"PDF printing via ""Raw Print"" is not supported.",הדפסת PDF באמצעות &quot;Raw Print&quot; אינה נתמכת.,
PID,PID,
POST,שלאחר,
PUT,לשים,
Package,חבילה,
Package Import,ייבוא חבילות,
Package Name,שם החבילה,
Package Release,שחרור חבילה,
Page,עמוד,
Page Break,מעבר עמודים,
Page Builder,בונה עמודים,
Page Building Blocks,אבני בניין לדף,
Page HTML,הדף HTML,
Page Height (in mm),גובה עמוד (במ&quot;מ),
Page Margins,שולי עמודים,
Page Name,שם דף,
Page Number,מספר עמוד,
Page Route,מסלול עמוד,
Page Saved Successfully,הדף נשמר בהצלחה,
Page Settings,הגדרות עמוד,
Page Shortcuts,קיצורי דרך לדף,
Page Size,גודל עמוד,
Page Title,כותרת העמוד,
Page Width (in mm),רוחב עמוד (במ&quot;מ),
Page has expired!,העמוד פג!,
Page height and width cannot be zero,גובה ורוחב העמוד אינם יכולים להיות אפס,
Page not found,דף לא נמצא,
"Page to show on the website
","עמוד להצגה באתר
",
Page with title {0} already exist.,עמוד עם הכותרת {0} כבר קיים.,
Page {0} of {1},דף {0} של {1},
Parameter,פרמטר,
Parent,הורה,
Parent DocType,DocType אב,
Parent Document Type,סוג מסמך אב,
Parent Document Type is required to create a number card,נדרש סוג מסמך אב כדי ליצור כרטיס מספר,
Parent Element Selector,בורר רכיבי אב,
Parent Field,שדה הורה,
Parent Field (Tree),שדה אב (עץ),
Parent Field must be a valid fieldname,שדה האב חייב להיות שם שדה חוקי,
Parent Label,תווית הורה,
Parent Missing,הורה חסר,
Parent Page,עמוד הורה,
Parent Table,לוח האם,
Parent document type is required to create a dashboard chart,נדרש סוג מסמך אב כדי ליצור תרשים לוח מחוונים,
Parent is the name of the document to which the data will get added to.,הורה הוא שם המסמך אליו יתווספו הנתונים.,
Parentfield not specified in {0}: {1},שדה הורה לא צוין ב-{0}: {1},
"Parenttype, Parent and Parentfield are required to insert a child record","דרושים Parenttype, Parent ו- Parentfield כדי להוסיף רשומת צאצא",
Partial,חלקי,
Partial Success,הצלחה חלקית,
Partially Sent,נשלח חלקית,
Participants,משתתפים,
Pass,לעבור,
Passive,פסיבי,
Password,סיסמא,
Password Email Sent,סיסמא דואר אלקטרוני נשלח,
Password Reset,איפוס סיסמא,
Password Reset Link Generation Limit,איפוס סיסמה מגבלת יצירת קישור,
Password cannot be filtered,לא ניתן לסנן את הסיסמה,
Password changed successfully.,סיסמה שונתה בהצלחה.,
Password for Base DN,סיסמה ל- DN DN,
Password is required or select Awaiting Password,נדרשת סיסמה או בחר בהמתנה לסיסמה,
Password missing in Email Account,חסרה סיסמה בחשבון הדוא&quot;ל,
Password not found for {0} {1} {2},לא נמצאה סיסמה עבור {0} {1} {2},
Password reset instructions have been sent to your email,"הוראות לאיפוס סיסמא נשלחו לדוא""ל שלך",
Password set,סיסמה מוגדרת,
Password size exceeded the maximum allowed size,גודל הסיסמה חרג מהגודל המרבי המותר,
Password size exceeded the maximum allowed size.,גודל הסיסמה חרג מהגודל המרבי המותר.,
Passwords do not match,הסיסמאות אינן תואמות,
Passwords do not match!,סיסמאות לא תואמות!,
Past dates are not allowed for Scheduling.,תאריכים קודמים אינם מותרים עבור תזמון.,
Paste,הדבק,
Patch,תיקון,
Patch Log,התיקון התחבר,
Patch type {} not found in patches.txt,סוג התיקון {} לא נמצא ב-patches.txt,
Path,נתיב,
Path to CA Certs File,נתיב לקובץ אישורי CA,
Path to Server Certificate,נתיב לאישור שרת,
Path to private Key File,נתיב לקובץ מפתח פרטי,
Path {0} it not a valid path,נתיב {0} אינו נתיב חוקי,
Payload Count,ספירת מטען,
Peak Memory Usage,שיא השימוש בזיכרון,
Pending,ממתין ל,
Pending Approval,ממתין לאישור,
Pending Emails,אימיילים בהמתנה,
Pending Jobs,משרות ממתינות,
Pending Verification,ממתין לאימות,
Percent,אחוזים,
Percentage,אחוזים,
Period,תקופה,
Perm Level,רמה פרם,
Permanent,קבוע,
Permanently Cancel {0}?,באופן קבוע לבטל {0}?,
Permanently Submit {0}?,באופן קבוע שלח {0}?,
Permanently delete {0}?,למחוק לצמיתות {0}?,
Permission Error,שגיאת הרשאה,
Permission Inspector,מפקח רשות,
Permission Level,רמת הרשאה,
Permission Levels,רמות הרשאה,
Permission Query,שאילתת הרשאה,
Permission Rules,כללי רשות,
Permission Type,סוג הרשאה,
Permissions,הרשאות,
Permissions Error,שגיאת הרשאות,
Permissions are automatically applied to Standard Reports and searches.,ההרשאות מוחלות באופן אוטומטי על דוחות וחיפושים סטנדרטיים.,
"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.","הרשאות מוגדרות על תפקידים וסוגי מסמכים (DocTypes נקרא) על ידי הגדרת זכויות כמו לקרוא, לכתוב, ליצור, למחוק, שלח, לבטל, לשנות, דווח, יבוא, יצוא, הרשאות הדפסה, דוא""ל ומשתמש הסט.",
Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,הרשאות ברמות גבוהות יותר הן הרשאות שדה רמה. כל השדות סט רמת הרשאה נגדם וכללים שהוגדרו שבהרשאות חלות על השדה. זה שימושי במקרה שאתה רוצה להסתיר או לעשות תחום מסוים לקריאה בלבד לתפקידים מסוימים.,
"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.","הרשאות ברמה 0 הן הרשאות מסמך ברמה, כלומר הם עיקריים לגישה למסמך.",
Permissions get applied on Users based on what Roles they are assigned.,הרשאות לקבל מוחלות על משתמשים על סמך מה תפקידים שהם מוקצים.,
Permitted Documents For User,מסמכים מותרים למשתמש,
Permitted Roles,תפקידים מותרים,
Personal,אישי,
Personal Data Deletion Request,בקשת מחיקה של נתונים אישיים,
Personal Data Deletion Step,שלב מחיקת נתונים אישיים,
Personal Data Download Request,בקשה להורדת נתונים אישיים,
Phone,טלפון,
Phone No.,מס 'טלפון,
Phone Number {0} set in field {1} is not valid.,מספר הטלפון {0} שהוגדר בשדה {1} אינו חוקי.,
Pick Columns,בחר עמודות,
Pie,פאי,
Pincode,Pincode,
Pink,ורוד,
Placeholder,מציין מקום,
Places,מקומות,
Plain Text,טקסט רגיל,
Plant,מפעל,
Please Authorize OAuth for Email Account {},אנא אשר את OAuth עבור חשבון דוא&quot;ל {},
Please Duplicate this Website Theme to customize.,אנא כפל נושא אתר זה כדי להתאים אישית.,
Please Install the ldap3 library via pip to use ldap functionality.,אנא התקן את ספריית ldap3 באמצעות pip כדי להשתמש בפונקציונליות ldap.,
Please Set Chart,אנא הגדר תרשים,
Please Update SMS Settings,אנא עדכן את הגדרות SMS,
Please add a subject to your email,אנא הוסף נושא לדוא&quot;ל שלך,
Please add a valid comment.,אנא הוסף תגובה חוקית.,
Please ask your administrator to verify your sign-up,אנא בקש מהמנהל שלך לאמת את ההרשמה שלך,
Please attach a file first.,נא לצרף קובץ ראשון.,
Please attach an image file to set HTML for Footer.,אנא צרף קובץ תמונה כדי להגדיר HTML עבור כותרת תחתונה.,
Please attach an image file to set HTML for Letter Head.,אנא צרף קובץ תמונה כדי להגדיר HTML עבור Letter Head.,
Please attach the package,נא לצרף את החבילה,
Please check OpenID Configuration URL,אנא בדוק את כתובת האתר של תצורת OpenID,
Please check the filter values set for Dashboard Chart: {},אנא בדוק את ערכי הסינון שהוגדרו עבור תרשים לוח המחוונים: {},
"Please check the value of ""Fetch From"" set for field {0}",אנא בדוק את הערך של ההגדרה &quot;אחזר מ-&quot; עבור השדה {0},
Please check your email for verification,אנא בדוק את אימות הדוא&quot;ל שלך,
Please check your email login credentials.,אנא בדוק את פרטי הכניסה שלך למייל.,
Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,אנא בדוק את כתובת הדוא&quot;ל הרשומה שלך לקבלת הוראות כיצד להמשיך. אל תסגור חלון זה מכיוון שתצטרך לחזור אליו.,
Please click on the following link and follow the instructions on the page. {0},אנא לחץ על הקישור הבא ופעל לפי ההוראות בעמוד. {0},
Please click on the following link to set your new password,אנא לחץ על הקישור הבא כדי להגדיר את הסיסמה החדשה שלך,
Please close this window,אנא סגור חלון זה,
Please confirm your action to {0} this document.,אנא אשר את פעולתך ל {0} מסמך זה.,
Please contact your system manager to install correct version.,אנא צור קשר עם מנהל המערכת שלך כדי להתקין את הגרסה הנכונה.,
Please create Card first,אנא צור כרטיס ראשון,
Please create chart first,אנא צור תחילה תרשים,
Please delete the field from {0} or add the required doctype.,אנא מחק את השדה מ-{0} או הוסף את ה-doctype הנדרש.,
Please do not change the template headings.,נא לא לשנות את כותרות התבנית.,
Please duplicate this to make changes,אנא לשכפל זה לבצע שינויים,
Please enable atleast one Social Login Key or LDAP or Login With Email Link before disabling username/password based login.,אנא הפעל לפחות מפתח התחברות חברתי אחד או LDAP או התחברות עם קישור דוא&quot;ל לפני השבתת התחברות מבוססת שם משתמש/סיסמה.,
Please enable pop-ups,אנא אפשר חלונות קופצים,
Please enable pop-ups in your browser,אנא הפעל חלונות קופצים בדפדפן שלך,
Please enable {} before continuing.,אנא הפעל את {} לפני שתמשיך.,
Please ensure that your profile has an email address,ודא שיש לך פרופיל את כתובת הדוא&quot;ל של,
Please enter Access Token URL,אנא הזן את כתובת האתר של אסימון הגישה,
Please enter Authorize URL,אנא הזן כתובת אתר הרשאה,
Please enter Base URL,אנא הזן כתובת URL בסיסית,
Please enter Client ID before social login is enabled,אנא הזן את מספר הלקוח לפני הפעלת הכניסה החברתית,
Please enter Client Secret before social login is enabled,אנא הכנס את סוד הלקוח לפני הפעלת הכניסה החברתית,
Please enter OpenID Configuration URL,אנא הזן את כתובת האתר לתצורת OpenID,
Please enter Redirect URL,אנא הזן כתובת אתר להפניה מחדש,
Please enter a valid email address.,נא להזין כתובת אימייל חוקית.,
Please enter both your email and message so that we can get back to you. Thanks!,אנא הכנס גם את האימייל וגם את ההודעה שלך כדי שנוכל לחזור אליך. תודה!,
Please enter the password,הזן את הסיסמה,
Please enter the password for: <b>{0}</b>,אנא הזן את הסיסמה עבור: <b>{0}</b>,Email Account
Please enter valid mobile nos,נא להזין nos תקף הנייד,
Please enter your new password.,אנא הזן את הסיסמה החדשה שלך.,
Please enter your old password.,אנא הזן את הסיסמה הישנה שלך.,
Please find attached {0}: {1},אנא מצא מצורף {0}: {1},
Please hide the standard navbar items instead of deleting them,אנא הסתר את הפריטים הרגילים של סרגל הניווט במקום למחוק אותם,
Please login to post a comment.,אנא התחבר כדי לכתוב תגובה.,
Please make sure the Reference Communication Docs are not circularly linked.,אנא ודא כי מסמכי התקשורת הפניה אינם מקושרים מעגלית.,
Please refresh to get the latest document.,אנא רענן כדי לקבל את המסמך האחרון.,
Please remove the printer mapping in Printer Settings and try again.,אנא הסר את מיפוי המדפסת בהגדרות מדפסת ונסה שוב.,
Please save before attaching.,אנא שמור לפני הצמדה.,
Please save the Newsletter before sending,אנא שמור ניוזלטר לפני השליחה,
Please save the document before assignment,אנא שמור את המסמך לפני המשימה,
Please save the document before removing assignment,אנא שמור את המסמך לפני הסרת משימה,
Please save the report first,אנא שמור תחילה את הדוח,
Please save to edit the template.,אנא שמור כדי לערוך את התבנית.,
Please select Company,אנא בחר חברה,
Please select DocType first,אנא בחר DOCTYPE ראשון,
Please select Entity Type first,אנא בחר תחילה את סוג הישות,
Please select Minimum Password Score,אנא בחר ציון סיסמא מינימלי,
Please select X and Y fields,אנא בחר בשדות X ו-Y,
Please select a country code for field {1}.,אנא בחר קוד מדינה עבור השדה {1}.,
Please select a file first.,אנא בחר קובץ תחילה.,
Please select a file or url,אנא בחר קובץ או כתובת אתר,
Please select a valid csv file with data,אנא בחר קובץ CSV תקף עם הנתונים,
Please select a valid date filter,אנא בחר מסנן תאריכים חוקי,
Please select applicable Doctypes,אנא בחר סוגי מסמכים רלוונטיים,
Please select atleast 1 column from {0} to sort/group,בחר לפחות עמודה אחת מ- {0} למיון / קבוצה,
Please select prefix first,אנא בחר תחילה קידומת,
Please select the Document Type.,אנא בחר את סוג המסמך.,
Please select the LDAP Directory being used,אנא בחר את ספריית ה-LDAP שבה נעשה שימוש,
Please select {0},אנא בחר {0},
Please set Dropbox access keys in site config or doctype,הגדר את מפתחות הגישה של Dropbox בתצורת האתר או doctype,
Please set Email Address,אנא הגדר כתובת דוא&quot;ל,
Please set a printer mapping for this print format in the Printer Settings,הגדר מיפוי מדפסות לפורמט הדפסה זה בהגדרות המדפסת,
Please set filters,אנא הגדר מסננים,
Please set filters value in Report Filter table.,אנא הגדר את ערך המסננים בטבלה מסנן הדוחות.,
Please set the document name,נא להגדיר את שם המסמך,
Please set the following documents in this Dashboard as standard first.,אנא הגדר תחילה את המסמכים הבאים במרכז השליטה.,
Please set the series to be used.,אנא הגדר את הסדרה לשימוש.,
"Please setup SMS before setting it as an authentication method, via SMS Settings","אנא הגדר SMS לפני שתגדיר אותו כשיטת אימות, באמצעות הגדרות SMS",
Please setup a message first,אנא הגדר הודעה תחילה,
Please setup default Email Account from Settings > Email Account,אנא הגדר חשבון דוא&quot;ל כברירת מחדל מהגדרות &gt; חשבון דוא&quot;ל,
Please setup default outgoing Email Account from Settings > Email Account,אנא הגדר חשבון דואר אלקטרוני יוצא כברירת מחדל מהגדרות &gt; חשבון דוא&quot;ל,
Please specify,אנא ציין,
Please specify a valid parent DocType for {0},אנא ציין DocType הורה חוקי עבור {0},
Please specify which date field must be checked,נא לציין שמועד שדה חייב להיבדק,
Please specify which value field must be checked,נא לציין שערך שדה חייב להיבדק,
Please try again,בבקשה נסה שוב,
Please update {} before continuing.,עדכן את {} לפני שתמשיך.,
Please use a valid LDAP search filter,אנא השתמש במסנן חיפוש חוקי של LDAP,
Please verify your Email Address,אנא אמת את כתובת הדוא&quot;ל שלך,
Please visit https://frappecloud.com/docs/sites/migrate-an-existing-site#encryption-key for more information.,אנא בקר בכתובת https://frappecloud.com/docs/sites/migrate-an-existing-site#encryption-key למידע נוסף.,
Point Allocation Periodicity,מחזוריות של הקצאת נקודה,
Points,נקודות,
Points Given,נקודות שניתנו,
Polling,סקר,
Popover Element,Popover Element,
Popover or Modal Description,Popover או תיאור מודאלי,
Port,נמל,
Portal Menu,תפריט פורטל,
Portal Menu Item,פריט תפריט פורטל,
Portal Settings,הגדרות Portal,
Portrait,דיוקן,
Position,עמדה,
Post,הודעה,
"Post it here, our mentors will help you out.","פרסם את זה כאן, המנטורים שלנו יעזרו לך.",
Postal,דואר,
Postal Code,מיקוד,
Posting Timestamp,פרסום חותמת זמן,
Posts by {0},הודעות של {0},
Posts filed under {0},הודעות הגישו תחת {0},
Precision,Precision,
Precision should be between 1 and 6,Precision צריך להיות בין 1 ל 6,
Predictable substitutions like '@' instead of 'a' don't help very much.,החלפות צפויות כמו &#39;@&#39; במקום &#39;a&#39; לא עזר לנו במיוחד.,
Prefer not to say,מעדיף שלא לומר,
Preferred Billing Address,כתובת חיוב מועדפת,
Preferred Shipping Address,כתובת למשלוח מועדף,
Prefix,קידומת,
Prepared Report,דו&quot;ח מוכן,
Prepared Report User,משתמש דוחות מוכן,
Prepared report render failed,עיבוד הדוח שהוכן נכשל,
Preparing Report,מכין דוח,
Prepend the template to the email message,הוסף את התבנית להודעת הדואר האלקטרוני,
Press Alt Key to trigger additional shortcuts in Menu and Sidebar,לחץ על מקש Alt כדי להפעיל קיצורי דרך נוספים בתפריט ובסרגל הצד,
Press Enter to save,לחץ על Enter כדי לשמור,
Preview,תצוגה מקדימה,
Preview HTML,התצוגה המקדימה של HTML,
Preview Image,תצוגה מקדימה של תמונה,
Preview Message,הודעה מקדימה,
Preview Mode,מצב תצוגה מקדימה,
Preview of generated names,תצוגה מקדימה של שמות שנוצרו,
Preview type,סוג תצוגה מקדימה,
Preview:,תצוגה מקדימה:,
Previous,קודם,
Previous Document,מסמך קודם,
Previous Hash,הקודם Hash,
Previous Submission,הגשה קודמת,
Primary,עיקרי,
Primary Address,כתובת ראשית,
Primary Color,צבע יסוד,
Primary Contact,איש קשר ראשי,
Primary Email,דוא&quot;ל ראשי,
Primary Mobile,נייד ראשי,
Primary Phone,טלפון ראשי,
Print,הדפס,
Print Documents,הדפס מסמכים,
Print Format,פורמט הדפסה,
Print Format Builder,Builder פורמט הדפסה,
Print Format Builder Beta,בטא של בונה פורמט הדפסה,
Print Format Error,שגיאת פורמט הדפסה,
Print Format Field Template,תבנית שדה הדפסה,
Print Format Help,עזרה פורמט הדפסה,
Print Format Type,סוג פורמט הדפסה,
Print Format {0} is disabled,פורמט ההדפסה {0} אינו זמין,
Print Heading,הדפס כותרת,
Print Hide,הסתר הדפסה,
Print Hide If No Value,הסתר הדפסה אם אין ערך,
Print Language,שפת הדפסה,
Print Sent to the printer!,הדפס נשלח למדפסת!,
Print Server,שרת הדפסה,
Print Settings,הגדרות הדפסה,
Print Style,סגנון הדפסה,
Print Style Name,שם סגנון הדפסה,
Print Style Preview,להדפיס תצוגה מקדימה של סגנון,
Print Width,רוחב הדפסה,
"Print Width of the field, if the field is a column in a table","הדפסת רוחב של השדה, אם השדה היא עמודה בטבלה",
Print document,הדפס מסמך,
Print with letterhead,הדפס עם מכתבים,
Printer,מדפסת,
Printer Mapping,מיפוי מדפסות,
Printer Name,שם המדפסת,
Printer Settings,הגדרות מדפסת,
Printer mapping not set.,מיפוי המדפסת לא מוגדר.,
Printing,הדפסה,
Printing failed,ההדפסה נכשלה,
Priority,עדיפות,
Private,פרטי,
Private Files (MB),קבצים פרטיים (MB),
ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,הוסף: Protip <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> לשלוח התייחסות מסמך,
Proceed,להתקדם,
Proceed Anyway,המשך בכל מקרה,
Processing,מעבד,
Processing...,מעבד...,
Prof,פרופ &#39;,
Progress,התקדמות,
Project,פרויקט,
Property,נכס,
Property Depends On,הנכס תלוי,
Property Setter,נכס סתר,
Property Setter overrides a standard DocType or Field property,נכס סתר עוקף DOCTYPE סטנדרטי או רכוש שדה,
Property Type,סוג הנכס,
"Provide a list of allowed file extensions for file uploads. Each line should contain one allowed file type. If unset, all file extensions are allowed. Example: <br>CSV<br>JPG<br>PNG","ספק רשימה של סיומות קבצים מותרות להעלאות קבצים. כל שורה צריכה להכיל סוג קובץ אחד מותר. אם לא מוגדר, כל סיומות הקבצים מותרות. דוגמה:<br> CSV<br> JPG<br> PNG",
Provider,ספק,
Provider Name,שם הספק,
Public,ציבור,
Public Files (MB),קבצים ציבוריים (MB),
Publish,לפרסם,
Publish as a web page,פרסם כדף אינטרנט,
Published,פורסם,
Published On,פורסם ב,
Published on,פורסם ב,
Publishing Dates,תאריכי פרסום,
Pull from Google Calendar,משוך מיומן Google,
Pull from Google Contacts,משוך מאנשי הקשר של Google,
Pulled from Google Calendar,נשלף מיומן Google,
Pulled from Google Contacts,נשלף מאנשי הקשר של Google,
Purchase Manager,מנהל רכש,
Purchase Master Manager,רכישת Master מנהל,
Purchase User,משתמש רכישה,
Purple,סגול,
Push Notification Settings,הגדרות הודעה בדחיפה,
Push to Google Calendar,עבור ליומן Google,
Push to Google Contacts,דחוף אל אנשי הקשר של Google,
Put on Hold,שים בהמתנה,
Python,פיתון,
QR Code,קוד QR,
QR Code for Login Verification,קוד QR לאימות כניסה,
QZ Tray Connection Active!,חיבור מגשי QZ פעיל!,
QZ Tray Failed: ,מגש ה- QZ נכשל:,
Quarter Day,יום הרבעון,
Quarterly,הרבעונים,
Query,שאילתא,
Query / Script,שאילתה / סקריפט,
Query Options,שאילתא אפשרויות,
Query Parameters,פרמטרי שאילתה,
Query Report,דוח שאילתות,
Query analysis complete. Check suggested indexes.,ניתוח שאילתות הושלם. בדוק את האינדקסים המוצעים.,
Query must be of SELECT or read-only WITH type.,השאילתה חייבת להיות מסוג SELECT או לקריאה בלבד WITH.,
Queue,תור,
Queue Status,מצב תור,
Queue Type(s),סוגי תור,
Queue in Background (BETA),תור ברקע (ביטא),
Queue should be one of {0},התור צריך להיות אחד מ- {0},
Queue(s),תור(ים),
Queued,בתור,
Queued At,בתור ב,
Queued By,בתור על ידי,
Queued for Submission. You can track the progress over {0}.,בתור להגשה. אתה יכול לעקוב אחר ההתקדמות מעל {0}.,
Queued for backup. It may take a few minutes to an hour.,בתור לגיבוי. זה עלול לארוך כמה דקות עד שעה.,
Queued for backup. You will receive an email with the download link,בתור לגיבוי. תקבל אימייל עם קישור ההורדה,
Queued {0} emails,בתור {0} הודעות דוא&quot;ל,
Queues,תורים,
Queuing emails...,תור אימיילים...,
Queuing {0} for Submission,תור {0} להגשה,
Quick Entry,כניסה מהירה,
Quick Help for Setting Permissions,עזרה מהירה לקביעת הרשאות,
Quick List Filter,מסנן רשימה מהירה,
Quick Lists,רשימות מהירות,
Quoting must be between 0 and 3,ציטוט חייב להיות בין 0 ל-3,
RAW Information Log,יומן מידע של RAW,
RQ Job,RQ Job,
RQ Worker,עובד RQ,
Random,אקראי,
Range,טווח,
Rank,דרגה,
Rate Limiting,הגבלת תעריפים,
Rate Limits,מגבלות תעריף,
Rate limit for email link login,מגבלת תעריף לכניסה לקישור אימייל,
Rating,דרוג,
Raw Commands,פקודות גולמיות,
Raw Email,אימייל גולמי,
Raw Printing,הדפסה גולמית,
Raw Printing Setting,הגדרת הדפסה גולמית,
Raw Printing Settings,הגדרות הדפסה גולמית,
Re-Run in Console,הפעל מחדש בקונסולה,
Re:,מחדש:,
Re: {0},Re: {0},
Read,קראו,
Read Only,קריאה בלבד,
Read Only Depends On,קרא רק תלוי,
Read Only Depends On (JS),קריאה בלבד תלויה ב (JS),
Read Only Mode,מצב קריאה בלבד,
Read Time,זמן קריאה,
Read by Recipient,נקרא על ידי הנמען,
Read by Recipient On,נקרא על ידי הנמען און,
Read mode,מצב קריאה,
Read the documentation to know more,קרא את התיעוד כדי לדעת יותר,
Readme,קרא לי,
Realtime (SocketIO),זמן אמת (SocketIO),
Reason,סיבה,
Rebuild,לבנות מחדש,
Rebuild Tree,לבנות מחדש עץ,
Rebuilding of tree is not supported for {},בנייה מחדש של עץ אינה נתמכת עבור {},
Received,קיבלתי,
Received an invalid token type.,קיבל סוג אסימון לא חוקי.,
Receiver By Document Field,מקלט לפי שדה מסמך,
Receiver By Role,מקלט לפי תפקיד,
Receiver Parameter,מקלט פרמטר,
Recent Activity,פעילות אחרונה,
Recent years are easy to guess.,בשנים האחרונות קלות לנחש.,
Recents,אחרונים,
Recipient,נמען,
Recipient Unsubscribed,נמען לא רשום,
Recipients,מקבלי,
Recorder,מקליט,
Recorder Query,שאילתת מקליט,
Recorder Suggested Index,אינדקס מוצע מקליט,
Records for following doctypes will be filtered,רשומות המסמכים הבאים יסוננו,
Recursive Fetch From,אחזור רקורסיבי מאת,
Red,אדום,
Redirect HTTP Status,סטטוס HTTP להפניה מחדש,
Redirect URI,כתובת URL להפניה מחדש,
Redirect URI Bound To Auth Code,הפנה מחדש את ה- URI המאוגד לקוד האימות,
Redirect URIs,הפנה מחדש URI,
Redirect URL,כתובת אתר להפניה מחדש,
Redirect to the selected app after login,הפנה מחדש לאפליקציה שנבחרה לאחר הכניסה,
Redirect to this URL after successful confirmation.,הפנה מחדש לכתובת אתר זו לאחר אישור מוצלח.,
Redirects,הפניות מחדש,
Redis cache server not running. Please contact Administrator / Tech support,שרת מטמון Redis אינו פועל. אנא פנה למנהל / תמיכה טכנית,
Redo,לעשות שוב,
Redo last action,בצע מחדש את הפעולה האחרונה,
Ref DocType,"נ""צ DOCTYPE",
Referance Doctype and Dashboard Name both can't be used at the same time.,לא ניתן להשתמש בשניהם ב-Doctype ו-Dashboard Name בו-זמנית.,
Reference,התייחסות,
Reference Date,תאריך התייחסות,
Reference DocName,הפניה ל- DocName,
Reference DocType,הפניה ל- DocType,
Reference DocType and Reference Name are required,התייחסות DOCTYPE והפניה שם נדרשים,
Reference Docname,התייחסות DocName,
Reference Doctype,DOCTYPE התייחסות,
Reference Document,מסמך ההפניה,
Reference Document Name,שם מסמך עזר,
Reference Document Type,התייחסות סוג המסמך,
Reference Name,שם הפניה,
Reference Owner,בעלי ההפניה,
Reference Report,דוח התייחסות,
Reference Type,סוג ההתייחסות,
Reference document has been cancelled,מסמך הפניה בוטל,
Reference name,שם התייחסות,
Reference: {0} {1},התייחסות: {0} {1},
Referrer,מפנה,
Refresh,רענן,
Refresh All,רענן הכל,
Refresh Google Sheet,רענן את Google Sheet,
Refresh List,רענן רשימה,
Refresh Token,רענן אסימון,
Refreshing,מרענן,Document count in list view
Refreshing...,מרענן ...,
Registered but disabled,רשום אך נכה,
Rejected,נדחה,
Relay Server URL missing,כתובת ה-URL של שרת הממסר חסרה,
Relay Settings,הגדרות ממסר,
Release Notes,הערות פרסום,
Relink,קישור מחדש,
Relink Communication,קישור מחדש לתקשורת,
Relinked,נקשר מחדש,
Reload,רענן,
Reload File,טען קובץ מחדש,
Reload List,טען מחדש רשימה,
Reload Report,טען מחדש דוח,
Remember Last Selected Value,זכור את הערך שנבחר לאחרונה,
Remind At,תזכיר את At,
Remind Me,תזכיר לי,
Remind Me In,תזכיר לי ב,
Reminder,תזכורת,
